"id"	"text"	"org"	"time"	"lang"
"62502980797_10155917502940798"	"**EVENING APPOINTMENTS AVAILABLE**   We have released some Breast Screening evening appointments for next Monday 9th October!   Has your excuse for not booking an appointment been  I work 9-5 Monday to Friday? ... well now is your opportunity to get an appointment that suits you!  Book online now: www.actioncancer.org/appointments  Or call us on: 02890 803344  And make the appointment that could save your life!"	"Action Cancer"	1507046400	"en"
"62502980797_10152684958525798"	"Action Cancer updated their profile picture."	"Action Cancer"	1410255932	"en"
"301522759885516_900191010018685"	"Great to catch up with Lauren this afternoon at Allen & Overy.. You guys are doing a great job and we really appreciate all your support. Thank You"	"Macmillan NI"	1441813747	"en"
"301522759885516_1435438666493914"	"Macmillan Northern Ireland updated their cover photo."	"Macmillan NI"	1504001292	"en"
"301522759885516_858437894193997"	"Nuala is becoming one of the family.. Collecting on Friday  abseiling today and dragon boat racing next weekend!! Big thanks!!"	"Macmillan NI"	1434287447	"en"
"282485720383_10154042395690384"	"With Easter on our doorstep  we decided to raffle off this MASSIVE 10kg easter egg  very kindly donated by our tenant Ó Conaill s Chocolate   with all proceeds going to another tenant Children s Heartbeat Trust ! Great to raise £265.00 for them and lucky ticket number 157 got the goods...enjoy that Trp services !"	"Ortus Group"	1397753340	"en"
"301522759885516_669686753069113"	"Macmillan Northern Ireland shared a link."	"Macmillan NI"	1398249932	"en"
"141654136830_10151518258791831"	"Fancy a night out with Ulster Rugby s 3 British Lions Tommy Bowe  Rory Best and Tom Court?     The NGN Sevens were set up in memory of the Spence Family and the team have chosen NICFC and Oscar Knox as two beneficiaries of a fundraising formal on Wednesday 21st August in La Mon Hotel.     Come along and support the guys. Tickets cost £50 per person or £500 per table and are available by contacting Tim Morton on 07719 852260 or email ngnseven@gmail.com"	"Cancer Fund For Children"	1376386851	"en"
"301522759885516_834141619956958"	"Last few weeks to join #teammacmillan @ Belfastmarathon"	"Macmillan NI"	1429561122	"en"
"141654136830_10153379049981831"	"Meet Dempsey  aged 7 and a true artist in the making with her beautiful  I love Daisy Lodge  poster designed during a one to one session at #DaisyLodge with Cancer Fund for Children Specialist  Neil. We thought it was such a lovely way to celebrate Daisy Lodge s second birthday!   As well as in the community  one to one sessions can take place in Daisy Lodge to help children and family members cope with different aspects of their cancer journey such as a fear of treatment  nerves about hospital and loneliness. Sessions are tailored to each person and takes into consideration their age  interests and the challenges they may face. If you can  please help us celebrate Daisy Lodge s second birthday and give more children like Dempsey a break from cancer: http://www.cancerfundforchildren.com/donate/"	"Cancer Fund For Children"	1461004201	"en"
"282485720383_10160001060740384"	"In an ever-changing & increasingly competitive marketplace  #innovation is integral to business growth & success. With the Co-Innovate Programme  you can learn about the benefits of innovation  identify opportunities for growth in your business - Get in touch today #CoInnovateProg  Find out more: https://goo.gl/toKNB5"	"Ortus Group"	1519722000	"en"
"62502980797_10153730829260798"	"Meet Rosemary...   My name is Rosemary and in March 2014  I was given the news that I had cancer of the anal canal. After a series of radiotherapy and chemotherapy  I am continuing to live my life to the full and am now volunteering as a Peer Mentor with Action Cancer.   I wanted to become a Peer Mentor because I realised the importance of continued & sustained support throughout my cancer journey. I feel if I can help others at this very testing time then I can take away something positive from my own illness.   If you would like to chat to Rosemary or indeed any of our mentors  please contact Elizabeth Boyd on 9080 3355 or eboyd@actioncancer.org. Alternatively you can request this service online by clicking the link below: http://www.actioncancer.org/How-We-Help/Support-and-Therapeutic-Services/Peer-Mentoring"	"Action Cancer"	1448265600	"en"
"282485720383_10156027987350384"	"The Ortus Group updated their cover photo."	"Ortus Group"	1442306946	"en"
"141654136830_10151631087061831"	"It s #ThankYouThursday ....  A massive thank you to all our amazing fundraisers:  Kelly’s EUROSPAR in Derry-Londonderry for donating over £9 000 raised at a Golf Day in August.  The brave abseilers from Mulkerns’ EUROSPAR in Forkhill who raised £1 500 at our recent Waterfront Hall Abseil   Winemark who have closed their year of fundraising this week and have raised an unbelievable £29 500!  SPAR Whitehill in Bangor for holding a recent open day for us and Vodafone in Coleraine & Lisburn for selecting us as their charity for Christmas!  Thank you and good luck to A.McLean Bookmakers who are holding their #HugInAMug collections throughout Northern Ireland this weekend – if you’re in make sure to stop for a cuppa and make a donation to NICFC!"	"Cancer Fund For Children"	1382022641	"en"
"62502980797_10153133709910798"	"Today we have 2 schools we would like to thank for their fantastic fundraising efforts. Well done to Dromore Central PS who raised a phenomenal £971. Also well done to Shanmullagh AEP in Fermanagh who raised £190 after having our Health Action programme out to their school. If your school would like to fundraise for Action Cancer contact Michelle on 9080 3357 and we can provide you with any materials you may need."	"Action Cancer"	1425646666	"en"
"62502980797_10156391230945798"	"Just 3 days left to apply for our Permanent Band 6 Senior Radiographer role. Closing date is 26.03.18 at 5.00pm.  Follow the link to find out more about the role and to apply http://tinyurl.com/l5h2uhq"	"Action Cancer"	1521795600	"en"
"301522759885516_1504000392971074"	"Fantastic news just in - huge congratulations to Fiona Gilmour  Winner of the Integration Excellence Award at the Macmillan awards ceremony in London tonight!"	"Macmillan NI"	1510871267	"en"
"301522759885516_936375683066884"	"The guys at Ulster Property Sales have been busy raising funds for us  thank you so much for your continued support"	"Macmillan NI"	1449844683	"en"
"141654136830_10153206595106831"	"A great big #ThankYouThursday to ...   - Our wonderful volunteer Kieran Morgan and his wife Evelyn for their hard work in organising a coffee morning at Casey s EUROSPAR NI. Kieran presented a bunch of flowers to Karla Murtagh for all her help in raising over £200! - Gordons Chemists who raised a phenomenal £5 270 by taking part in our All Wrapped Up and Reindeer Dust campaigns - Montupet (UK) LTD. who took part in All Wrapped up to raise £1 662.95  - Lisburn Omniplex who very kindly set up a free private screening especially for one of our families  We cannot say thank you enough for making our work possible!"	"Cancer Fund For Children"	1454007600	"en"
"62502980797_10153237050530798"	"Become an Action Cancer VIP Shopper! Call into your local Action Cancer Boutique Store and ask for one of our Loyalty Cards!"	"Action Cancer"	1429174801	"en"
"301522759885516_660560347315087"	"Last chance to register xxx"	"Macmillan NI"	1396473494	"en"
"62502980797_10153956115470798"	"Good luck to all #TeamActionCancer runners taking part in #OmaghHalfMarathon. Thank you so much for raising vital funds for our breast screening and support services. You are true #ActionHeroes #Run13.1 #Inspired"	"Action Cancer"	1458979200	"en"
"301522759885516_719598764744578"	"Congratulations Deborah  Macmillan Unit volunteer Deborah Hoey receives her Millennium Volunteer 50 Hours certificate from Acting Deputy Ward Manger Deirdre Moore (left) and Macmillan Volunteer Coordinator Elma McCracken (right)  Deborah has been volunteering the Macmillan Unit in Antrim since April 2013.  She’s just finished her A levels at Ballymena Academy and wants to study nursing in Scotland.    Millennium Volunteers is a national programme which highlights the valuable contribution made to society by volunteers aged between 14 and 25.  The scheme is supported by Volunteer Now  the Department of Education and DCAL.  To find out more about volunteering at the Macmillan Unit please contact Macmillan Volunteer Coordinator Elma McCracken on 028 94 424394."	"Macmillan NI"	1407762658	"en"
"171884817870_10152753436982871"	"Expressens ledarskribent  Gunnar Wetterberg  har ett tydligt budskap till den kommande regeringen."	"Lärarförbundet"	1411463965	"en"
"282485720383_10159185107310384"	"Do you need help getting into self employment or employment?   Our Exploring Enterprise 3 Programme is now open for registerations!   If you are currently unemployed or working less than 16 hours per week and would like to explore the idea or running your own business or looking at employment options then give us a call!   This FREE programme provides you with training; a QCF qualification in Understanding Business Enterprise  as well as one to one mentoring and support. Contact us today!"	"Ortus Group"	1503485825	"en"
"301522759885516_754353141269140"	"A massive thank you to Sadie Callan and everyone at The House in the Wells for raising the fantastic amount of £1 375 from their Worlds Biggest Coffee Morning!"	"Macmillan NI"	1414491420	"en"
"62502980797_10154972989905798"	"We have appointments available on the BIG BUS for Breast Screening & Health Checks for January!  #Breastscreening for ladies aged 40-49 & 70+ and M.O.T. #Healthchecks for anyone aged 16+ will be available each day.    To book an appointment go to www.actioncancer.org/appointments or call 028 9080 3344 (option 1)."	"Action Cancer"	1483696800	"en"
"267048219986944_633149316710164"	"Minister McCausland announces the way forward for urban regeneration and community development    Social Development Minister Nelson McCausland has announced the publication of the new Urban Regeneration and Community Development Policy Framework.    The Framework will determine the priorities for urban regeneration and community development policies and programmes over the coming years. It will shape the design of projects like Royal Exchange development  Public Realm improvements in town and city centres and support disadvantaged communities.    At an event to announce the appointment of contractors for the redevelopment of Bank Square Minister McCausland said: “It is very appropriate that I am announcing the publication of the Urban Regeneration and Community Development Policy Framework here in Bank Square today. This project reflects strongly one of the policy objectives contained in the Policy Framework namely to strengthen the competitiveness of our towns and cities.     “The work that will be carried out here in Bank Square will help to create a vibrant shared space which can be utilised and enjoyed by all. It will contribute to the economic regeneration of the Westside area and of the wider city centre. Modern cities require initiatives like this which improve the quality of urban design and townscape thereby improving their attractiveness to residents and visitors alike.”    The Policy Framework has been organised around four objectives which aim to provide the foundation for addressing the underlying structural problems of urban areas and help in the creation of confident  competitive and connected communities.     The Framework is designed to focus on results on the ground. This will be done by placing outcomes ahead of process; drawing on a sound evidence base; responding to the priority needs of the community; and improving the co-ordination and integration of public services.    Copies of the Framework are available from; http://www.dsdni.gov.uk/ur-community-development-policy-framework.htm"	"Supporting Communities"	1374676689	"en"
"504292489664000_1369291126497461"	"Great to make front page of local paper."	"Street Soccer NI"	1493226460	"en"
"62502980797_10154203309545798"	"Are you struggling to lose weight but feel you are eating a healthy balanced diet?   No matter how healthy your diet is  eating too much can still lead to weight gain.   Check out this helpful guide to Portion Sizes…"	"Action Cancer"	1463400023	"en"
"141654136830_10154267488946831"	"Did you know that Cancer Fund for Children offers families the unique opportunity of enjoying a self-catering short break at our Cottages in Coleraine?  Families affected by cancer can benefit from a free of charge stay in one of our cosy Oak  Pine or Birch Cottages  located in the peaceful and tranquil surroundings of a development close to the River Bann  and within miles of the breathtaking scenery of the infamous North Coast of Antrim.  It’s the perfect place to relax  unwind and enjoy quality time together as a family away from the stresses of cancer  hospital visits and treatment.  A family who benefitted from a short break at the Cottages said:   “As a family we really enjoyed our stay in this tranquil place.  It was a time to recharge our batteries after a very stressful time.  The break at Pine Cottage meant more than others may appreciate.  It is an essential service that to me is as important as all the medical assistance we have received.”  In the last year we have welcomed over 74 families to stay in our self-catering cottages in Coleraine.The Cottages continue to be a popular choice for families who want a private and peaceful space where they can create memories together.  To find out more about our self-catering short breaks and who can avail of them  go to:  http://www.cancerfundforchildren.com/shortbreaks/self-cateringbreak/   To book a self-catering short break  please call us on 028 4372 4212."	"Cancer Fund For Children"	1492621200	"en"
"141654136830_10153396978316831"	"#SupporterSunday shout out to Ballymena Road Cycle Club who are supporting us for the second year running with their Sportive in memory of the legendary Billy Kerr on Sunday 20th August. With three distances to choose from  there is something to suit all riders! Visit Billy Kerr Cycling Sportive for more information and to sign up"	"Cancer Fund For Children"	1463328001	"en"
"504292489664000_1425952517497988"	"Street Soccer Women s team played their first 9-A-Side tonight against a very strong Lagan Athletic team. We lost 10-3 (I think) but the girls gave their all. Great night  more games to come."	"Street Soccer NI"	1497911668	"en"
"301522759885516_1031705683533883"	"Team Translink getting ready for Bus & Train week at City Hall!!"	"Macmillan NI"	1465205332	"en"
"141654136830_10153382220056831"	"Our seventh #DinnerwithaDifference chef is Phil Rodgers! With over 30 years’ experience in the hospitality industry  Phil has worked as Head Chef in France and Australia before taking over the kitchens of some of Belfast s highest profile businesses  such as the Apartment Belfast and The Grand Opera House  Belfast. Currently Phil is the Chef Consultant with Yellow Door Group fronting the catering operations for the Kingspan Stadium and The MAC. We look forward to experiencing Phil s dish based on local  uncomplicated and flavoursome food. For more info on how you can snap up a ticket to this incredible night of decadent dining visit: http://bit.ly/DWAD16   Kindly supported by Food NI"	"Cancer Fund For Children"	1461264000	"en"
"504292489664000_1296043563822218"	"Great night at the ladies football. Our biggest attendance yet. Growing every week now. Good times ahead"	"Street Soccer NI"	1487033133	"en"
"301522759885516_930987686939017"	"Great day with Model Primary School in Derry who raised a fantastic total for the Macmillan Western Appeal at Altnagelvin. Thank you to everyone involved."	"Macmillan NI"	1448649722	"en"
"504292489664000_1645001488926422"	"Cheers to CSP (Cumann Spoirt An Phobail) for hosting the first night of a Friday night league. Our guys played well and were beat 9-4 on the night but plenty to be proud of. Thanks to the Belfast Tust for their continued support of our team"	"Street Soccer NI"	1517842778	"en"
"254543154597970_821097124609234"	"WIN! Tre tunga poster till MP!"	"MP STHLM"	1413815247	"en"
"141654136830_10152026460121831"	"We are very exicted to announce that you can now set up a direct debit on our website.  It s really easy to do and only takes a minute or two but it makes a real difference to local families living with cancer. A monthly donation of £5 per month (the cost of a coffee and bun) made over a year could pay for a child diagnosed with cancer to have a short break at Daisy Lodge. Go to www.nicfc.com/donate and sign up today!"	"Cancer Fund For Children"	1400524500	"en"
"267048219986944_2196507723707641"	"Supporting Communities and The Hummingbird Project invite you to take part in a quick survey http://supportingcommunities.org/latest-news/2018/4/18/supporting-communities-and-the-hummingbird-project-invite-you-to-take-part-in-a-quick-survey"	"Supporting Communities"	1524063017	"en"
"141654136830_10153002342891831"	"Ready  set  #bake! Daisy Lodge is famous for its delicious cooking but star bakers  Christopher and Lucy McGinn from Newry  gave our chefs a run for their money when they came along to whip up awareness for Childhood Cancer Awareness Month!   Little Lucy  who has battled Acute Lymphoblastic Leukaemia  and her brother made and decorated three ribbon-shaped biscuits  to symbolise how each week in Northern Ireland the same number of children and young people will face a devastating cancer diagnosis.   To pledge your support for #CCAM visit: http://www.cancerfundforchildren.com/donate/"	"Cancer Fund For Children"	1442862001	"en"
"141654136830_10153621214711831"	"Earlier we announced the fantastic news of our funding from Big Lottery Fund NI Empowering Young People  which will support our Young Shoulders Programme for children and teenagers coming to terms with a parental cancer diagnosis.  Tegan Blair  who was 11 years old when her mum was diagnosed with bowel cancer  explains how her mum s illness affected her:  “I felt different from my friends in school and I didn’t know what to do. I was shocked. I began to cry in the class. The teacher could see I was stressed. I felt really stressed. My grandma had to care for us when Mummy was having chemotherapy. Mummy was too sick and too tired to do anything with us. My mummy couldn’t drive and a voluntary driver had to take us to school. Everything was different. There were yellow sharp boxes in the kitchen for my mum to dispose of medical stuff and everywhere had to be very clean. I cried a lot.”  Talking about her experience of Young Shoulders Tegan said:  “I felt the energy as soon as I went there. We did such positive things and I had had to challenge myself often. I jumped into a river on a bouldering exercise with the group. I would never have done something like this before. The residential group work has given me confidence and I just don’t want it to end. I have now joined a sailing group in my local community and have passed my second exam.”  Thanks to the funding from Big Lottery Fund  we will be able to offer support to many more children and young people like Tegan  giving them the opportunity to share experiences and build confidence in a safe and supportive environment  at a time when they are very vulnerable.   Find out more here http://bit.ly/2bmqbfb"	"Cancer Fund For Children"	1471368600	"en"
"504292489664000_1727660567327180"	"Another great turnout for Friday 5-a-side. Great weather for it. North team win it again."	"Street Soccer NI"	1524856556	"en"
"62502980797_10154045993875798"	"NEW #PEERMENTOR GROUP- TRAINING BEGINNING SOON!  We are now looking for more mentors to join our ever expanding group (numbers not waist size!:)) and to meet the needs of our clients. The uniqueness of our mentoring programme is that our team provide very real and beneficial support by sharing their own experience and walking the path with others. We are having an Information evening for anyone who is interested in being a mentor and this will on 23 March from 6.00-7.30 at Action Cancer House. If you would like to register for this or would like more information please contact Elizabeth Boyd on 07580133757 or at eboyd@actioncancer.org"	"Action Cancer"	1458381600	"en"
"301522759885516_1587448244626288"	"string"	"Macmillan NI"	1518516692	"en"
"62502980797_10153368598975798"	"Has your child been impacted by cancer either directly or through your diagnosis.  We offer a range of services including counselling  complementary therapy and our award winning Positive Living Programme.    On 26/27 September 2015 we aim to hold a Positive Living Programme in Belfast targeted at 15-21 year olds impacted by cancer.  This group based programme helps them reflect on their experiences and helps them cope better moving into the future.  If you are interested in this programme call Mary on 078 1304 4178."	"Action Cancer"	1435734000	"en"
"282485720383_10156365998625384"	"The Ortus Group updated their cover photo."	"Ortus Group"	1451899042	"en"
"267048219986944_654051874619908"	"Law Centre (NI)’s Frontline magazine is available online.  The Spring 2013 edition is available to download at:  http://www.lawcentreni.org/publications/frontline-magazine.html"	"Supporting Communities"	1378307071	"en"
"141654136830_10152549421381831"	"The sweet sound of fundraising success! Our Trusts and Services Information Officer Cheryl Gamble (pictured with journalist Claire McCollum) attended a recent cheque presentation at beautiful St Anne s Cathedral. An impressive £1600 was raised through the Black Santa sit-out. A massive thank you to everyone who contributed as this money will be used to fund our Ward Support Programme & Daisy Lodge short breaks for local families affected by cancer."	"Cancer Fund For Children"	1423649321	"en"
"62502980797_10200629479374262"	"We are seeking applications for the role of Finance & Administration Assistant. Follow the link for details of the role and how to apply:"	"Action Cancer"	1390381384	"en"
"62502980797_10155445503145798"	"FREE Breast Screening and MOT Health Checks available in Derry!   We will be at St Joseph s Boys  School  West Way  Creggan  Derry BT48 9NX on 1st & 2nd June.  To book an appointment for Breast Screening or an MOT Health check just click here: www.actioncancer.org/Appointments  For other locations visit our website: www.actioncancer.org/How-We-Help/Big-Bus/Locations  New dates are added frequently but if you would like to book a Big Bus visit to your local community please fill in an expression of interest form on our website:  www.actioncancer.org/How-We-Help/Big-Bus/Book-the-Bus  Action Cancer s Big Bus is sponsored by SuperValu NI"	"Action Cancer"	1496145600	"en"
"62502980797_10155217637505798"	"APPOINTMENTS STILL AVAILABLE ON THE BIG BUS Wednesday 12th April @ Forestside.   To book an appointment for Breast Screening or an MOT Health check just click here: www.actioncancer.org/Appointments   For other locations visit our website: www.actioncancer.org/How-We-Help/Big-Bus/Locations   New dates are added frequently but if you would like to book a Big Bus visit to your local community please fill in an expression of interest for on our website:  www.actioncancer.org/How-We-Help/Big-Bus/Book-the-Bus   Action Cancer s Big Bus is sponsored by SuperValu NI"	"Action Cancer"	1491480000	"en"
"62502980797_10156175852230798"	"Thank you so much to Bangor Rugby Club for once again braving the cold in aid of Action Cancer this festive season. This is the fourth year of the topless carol singing and not including funds collected this year  the club has raised an amazing £5 600 which will support people affected by cancer throughout Northern Ireland. We are delighted to have their ongoing support and look forward to finding out 2017 s total in the New Year! Catch them singing their festive tunes on tonight s episode of The One Show or they ll be back at the bandstand in Cornmarket this Saturday"	"Action Cancer"	1513879200	"en"
"62502980797_10154001981600798"	"Absolutely fabulous morning for our #MothersDayWalk at Hillsborough Forest Park! Thank you everyone who took part. Our goodie bags were very kindly supplied by Supervalu NI and thank you to The Plough for our delicious tea and treats #SunShine #Happiness #SmilingFaces #RaisingFunds #Thankyou :)"	"Action Cancer"	1457186779	"en"
"62502980797_10156556842675798"	"Did you know that you can switch your electricity supplier and benefit Action Cancer?  ClickEnergy NI  Northern Ireland’s best electricity company (according to independent consumer body  Which) – has pledged to raise vital funds for Action Cancer.  Use promo code CHEQUEFORCANCER when switching to ClickEnergy Electricity  and receive £15 FREE ELECTRICITY & ClickEnergy will DONATE £10 to Action Cancer.  #CHEQUEFORCANCER #SavingLivesSupportingPeople"	"Action Cancer"	1524243612	"en"
"267048219986944_1751504004874684"	"We are loving seeing all these great groups out and about! Here s Ballymore Ballybeg Community Association in Tandragee with Liaison Officer Siobhán ONeill  the PCSP  Housing Executive  Council and the PSNI. #interagency #estateinspection"	"Supporting Communities"	1496919580	"en"
"141654136830_10155138639301831"	"Last Friday  a group of staff from various Starbucks Northern Ireland branches  volunteered their time at our self-catering Cottages in Coleraine.  The group rolled up their sleeves and got stuck in to carrying out a deep clean of the facilities  getting them ready for families booked in for short breaks over the next few months.   Whilst Ryan  our Housekeeper  does a fantastic job all year round keeping the Cottages clean  tidy and safe  extra support from volunteers like the team at Starbucks really does help us ensure the accommodation offered is of the very highest standard for families.  Starbucks recently announced a three year charity partnership with Cancer Fund for Children  committing to getting involved in a range of fundraising events and initiatives to support young people affected by cancer  and their families.  We’re so grateful to the team at Starbucks for their enthusiasm  support and dedication to making a difference to local families going through a difficult time!  #Starbucks #CharityPartnership"	"Cancer Fund For Children"	1522083607	"en"
"192739070794156_929667253767997"	"Ideellt forum i Svenska kyrkan shared a link."	"Ideellt Forum Svenska Kyrkan"	1442998085	"en"
"267048219986944_1458883547470066"	"In Derry on Friday? Check out this event:  The Consumer Council are hosting a ‘spot and stop scams’ event to educate consumers and businesses on common scams and how to avoid them.  Speakers from the local Crime Prevention team  Derry City and Strabane District  PSNI  Northern Ireland Trading Standards Service  Information Commissioner’s Office and Mark H. Durkan MLA will be giving advice and practical tips for businesses and consumers on how to protect yourself and report different types of cyber fraud  telephone/postal scams. Please invite your colleagues  members or service users to the event.  Date: 25 November 2016 Time: 10:00-12:00 Venue: City Hotel  Derry~Londonderry Cost: free  Book your free place by 23 November 2016 by contacting Simon Cunningham  Consumer Council on Tel: 028 9025 1545 or Email: simon.cunningham@consumercouncil.org.uk"	"Supporting Communities"	1479892491	"en"
"62502980797_10155975297855798"	"#FridayFundraiser A huge thanks to all those who are taking part in our Paint the Town Pink #PTTP fundraising campaign for #BreastCancerAwarenessMonth.  Below are a few of the amazing events taking place all over Northern Ireland this week!  Thanks to Gordons Chemists SERE Kimaria Sinn Féin Ireland inner beauty dungiven Impro Printing Mid-Antrim Animal Sanctuary Victoria Bentham Ceramics Nua Floral Designer Antrim and many more!  Keep an eye out for more photos and #PTTP fundraising ideas as part of our #FridayFundraiser throughout the month.  #PTTP is sponsored by Johnsons Coffee"	"Action Cancer"	1508526001	"en"
"301522759885516_728521927185595"	"Thanks to our fabulous volunteers for working at Festival of Speed over last 2 days #couldntdoitwithoutyou👏"	"Macmillan NI"	1409506662	"en"
"62502980797_10154993359215798"	"Did you know Action Cancer provide FREE Breast Screening in Belfast  Monday-Friday as well as onboard our Big Bus (Monday- Saturday)??  Ladies age 40-49 & 70+ are entitled to a free mammogram  the exam only takes 5-10 minutes!  Book your appointment online now! www.actioncancer.org/Appointments"	"Action Cancer"	1484503201	"en"
"267048219986944_698753106816451"	"VA ANNUAL CONFERENCE AND AGM Friday 15th November 2013 at 9.30am The NICVA Annual Conference and AGM this year is looking at ’15 years from the Agreement’  where are we now following the agreement and what’s left to be done. NICVA will be using Quizdom  an interactive voting system  to get your input on some key questions during the session  and to begin a wider discussion in the sector about the key issues facing us. 9.30am Registration 10.00am Welcome ‘15 years from yes’ - Quintin Oliver  Stratagem 10.35am What’s left to be done? w Dealing with the past - Patrick Corrigan  Amnesty International w A Bill of Rights for Northern Ireland - TBC w Civic Engagement - Lynn Carvill  WRDA and member of the Civic Forum 11.30am Closing remarks 12.00noon NICVA AGM 12.30pm Lunch Please note this event is only open to NICVA members or associate members. For more information on membership go to: http://www.nicva.org/events/agm-and-conference"	"Supporting Communities"	1384809329	"en"
"141654136830_10154598208996831"	"Fancy a cuppa?  Mourne Fundraising Group for Cancer Fund for Children are hosting a coffee morning at our therapeutic short break centre  Daisy Lodge on Thursday 7th September.  Pop in between 10am and 1pm for a nice hot drink  and a delicious traybake too.   All funds raised go towards supporting local families affected by cancer.  Ever thought about hosting your own coffee morning? Check out this page for more info: http://www.cancerfundforchildren.com/event/coffeemorning/  #SupporterSunday #CoffeeMorning."	"Cancer Fund For Children"	1503842400	"en"
"62502980797_10155603417555798"	"How much exercise do I really need to do.....?  We need to do 150 minutes of moderate intensity  (only minutes 5 days a week) or 75 minutes of vigorous intensity activity each week to reduce our risk of developing cancer and other serious disease.   Did you know?   Walking 10 000 steps every day is equivalent to;  • Doing 30 minutes of moderate exercise a day • Walking 5 miles • Burning 440kcal"	"Action Cancer"	1499515200	"en"
"301522759885516_764352466935874"	"Macmillan Northern Ireland shared a link."	"Macmillan NI"	1416303684	"en"
"141654136830_10154049863066831"	"Take a leap of faith and make 2017 the year you say  I DID IT!   We ve got a few places left for our Skydive on Saturday 11th March  and we re on the lookout for some brave participants to fill the remaining spots.  If you fancy free-falling through the skies at 120mph whilst also raising money to support local families affected by cancer  we d love to hear from you.  Register now for your free enquiry pack by calling our Fundraiser Andrew on 028 9080 5599 or clicking here:http://bit.ly/CFCSkydive"	"Cancer Fund For Children"	1485280905	"en"
"504292489664000_1501018513324721"	"NI ultras in fine voice!"	"Street Soccer NI"	1504552654	"en"
"141654136830_10152256280626831"	"Look at the lovely picture Peter Wallace age 10 made to encourage people to support Cancer Fund for Children during #ChildhoodCancerAwarenessMonth. Peter and his twin brother James have both been helped by our Specialist Gemma after their younger brother was diagnosed with cancer.  You can support children like Peter and James too Text DAISY to 70555 to donate £3  #CCAM  #GoGold bit.ly/1pzzcFC"	"Cancer Fund For Children"	1411117440	"en"
"267048219986944_1049614161730342"	"Big Lottery Fund Northern Ireland –People and Communities  Big Lottery Fund Northern Ireland will be opening a new funding programme called People and Communities in January 2016.  This programme will build on the strengths  skills  assets and energy already in communities.  Find out more on the People and Communities webpage including how to get in touch on Facebook and Twitter using the hashtag #fundingpeopleni"	"Supporting Communities"	1435055378	"en"
"301522759885516_1107647252606392"	"Thank you so much to all the staff at Donnelly Group Dungannon for inviting us along to their Coffee Morning and Raising Funds for Macmaiilan Cancer Support!"	"Macmillan NI"	1474572403	"en"
"141654136830_10154270067896831"	"Would you be interested in working at our therapeutic short break centre  Daisy Lodge?  We re currently recruiting night duty staff to provide cover during mid-week and weekends.  Your role will be to ensure that families and children staying at the facility are supported and cared for in a safe and secure environment throughout the night.  To find out more  go to: http://www.cancerfundforchildren.com/about/jobs-and-volunteering/"	"Cancer Fund For Children"	1492966800	"en"
"141654136830_10151670986056831"	"Do you have a few spare hours this #Christmas?    Just as Halloween draws to a close Christmas begins to creep up on us! We are delighted to announce NICFC will be raising funds once again at this year s HILLMOUNT Grotto! The Grotto (complete with magical Winter Wonderland and live reindeers!) is a fantastic way to get into the festive spirit but it cannot run without some very special NICFC volunteers! If you  your work place  family or friends would like to get involved simply email natasha@nicfc.com or call 028 9080 5599!"	"Cancer Fund For Children"	1383671091	"en"
"282485720383_10153079589195384"	"string"	"Ortus Group"	1375283235	"en"
"62502980797_10153199647030798"	"Thank you Thursday!!  Action Cancer would like to say a HUGE thank you to some of our recent fundraising supporters. Donations from the sale of the On The Air DVD  the series featuring the voice of the late iconic presenter Gerry Anderson has raised a fantastic £1 930.  Action Cancer was delighted to be chosen as the charity for the 2015 NI Healthcare Awards. The generous guests raised a brilliant £2 432 at the gala evening at the Europa Hotel  Belfast.  Action Cancer is delighted to have benefited from donations exceeding £30 000 from Snack 4 Charity during a fundraising partnership whereby bags of sweets and snacks are placed in workplace reception and canteens. 50% of the net profit goes direct to the charity’s breast screening  health promotion  counselling and complementary therapy services."	"Action Cancer"	1427983620	"en"
"504292489664000_1076423409117569"	"Just seen this in today s Sunday Mirror by accident. Go to Belfast Live website for full article"	"Street Soccer NI"	1467552478	"en"
"62502980797_10153765950495798"	"We are excited to announce the opening of our newest store this Saturday on the Belmont Road in Belfast! Make sure you pop in and check out the newest addition to the pre-loved collection!"	"Action Cancer"	1448470800	"en"
"504292489664000_1197906003635975"	"Great finish to a great trip. Well done ladies. Next up is Bulgaria for the men in May for the European Tournament. Then Homeless World Cup in Norway Aug/Sept. Exciting year ahead"	"Street Soccer NI"	1479399546	"en"
"141654136830_10151718618456831"	"Tonight we could win £50 000 to transform a waste ground outside Narnia  our residential facility in Newcastle  into an eco-garden for teenagers with cancer but we need your help.  Please call 0871 62 68 166  to vote for us!"	"Cancer Fund For Children"	1385564775	"en"
"301522759885516_907420319295754"	"City Hotel  Derry  supporting our Western Appeal with their coffee morning today :-)"	"Macmillan NI"	1443181676	"en"
"62502980797_10155132751225798"	"A huge thank you to everyone who supported Action Cancer’s recent raffle campaigns!  Congratulations to our winners and thank you to Hastings Hotels  OasisTravel and Mercedes-Benz N.I for providing some amazing prizes!  Keep a look out in 2017 for our next Raffle campaigns for the chance to win some great prizes whilst supporting NI’s leading local cancer charity!"	"Action Cancer"	1488045604	"en"
"301522759885516_734439333260521"	"What about this for a KNITTED coffee morning"	"Macmillan NI"	1410775057	"en"
